score,duration_s,signal,mode,pitch_thr,yaw_thr,iris_thr,gap_tolerance_s,writing_fires,reading_fires,natural_fp_count,natural_total,suspicious_tp_count,suspicious_total,best_suspicious_streak_s,best_suspicious_label
39.29,4.0,gaze,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,both,20.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,both,25.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,both,30.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,4.0,gaze,both,99.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,both,20.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,both,25.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,both,30.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,6.0,gaze,both,99.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,both,20.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,both,25.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,both,30.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
39.29,8.0,gaze,both,99.0,5.0,,0.4,0,0,3,3,3,3,24.29,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,both,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,both,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,both,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,4.0,head,both,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,both,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,both,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,both,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,6.0,head,both,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,both,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,both,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,both,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,8.0,head,both,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,yaw_only,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,both,20.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,yaw_only,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,both,25.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,yaw_only,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,both,30.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,yaw_only,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.45,12.0,head,both,99.0,5.0,,0.4,0,0,3,3,3,3,23.45,suspicious_phone_under_desk_2_laptop
38.24,4.0,gaze,yaw_only,20.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,both,20.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,yaw_only,25.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,both,25.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,yaw_only,30.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,both,30.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,yaw_only,99.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,4.0,gaze,both,99.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,yaw_only,20.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,both,20.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,yaw_only,25.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,both,25.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,yaw_only,30.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,both,30.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,yaw_only,99.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,6.0,gaze,both,99.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,yaw_only,20.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,both,20.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,yaw_only,25.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,both,25.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,yaw_only,30.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,both,30.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,yaw_only,99.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.24,8.0,gaze,both,99.0,15.0,,0.4,0,0,0,3,2,3,18.24,suspicious_other_screen_2_laptop
38.17,4.0,head,yaw_only,20.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,both,20.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,yaw_only,25.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,both,25.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,yaw_only,30.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,both,30.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,yaw_only,99.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,4.0,head,both,99.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,yaw_only,20.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,both,20.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,yaw_only,25.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,both,25.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,yaw_only,30.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,both,30.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,yaw_only,99.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,6.0,head,both,99.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,yaw_only,20.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,both,20.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,yaw_only,25.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,both,25.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,yaw_only,30.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,both,30.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,yaw_only,99.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.17,8.0,head,both,99.0,8.0,,0.4,0,0,3,3,3,3,23.17,suspicious_phone_under_desk_2_laptop
38.07,4.0,gaze,yaw_only,20.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,both,20.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,yaw_only,25.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,both,25.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,yaw_only,30.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,both,30.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,yaw_only,99.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,4.0,gaze,both,99.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,yaw_only,20.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,both,20.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,yaw_only,25.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,both,25.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,yaw_only,30.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,both,30.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,yaw_only,99.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,6.0,gaze,both,99.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,yaw_only,20.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,both,20.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,yaw_only,25.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,both,25.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,yaw_only,30.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,both,30.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,yaw_only,99.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
38.07,8.0,gaze,both,99.0,8.0,,0.4,0,0,3,3,3,3,23.07,suspicious_other_screen_2_laptop
37.98,4.0,head,yaw_only,20.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,both,20.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,yaw_only,25.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,both,25.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,yaw_only,30.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,both,30.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,yaw_only,99.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,4.0,head,both,99.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,yaw_only,20.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,both,20.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,yaw_only,25.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,both,25.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,yaw_only,30.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,both,30.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,yaw_only,99.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,6.0,head,both,99.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,8.0,head,yaw_only,20.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,8.0,head,both,20.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,8.0,head,yaw_only,25.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
37.98,8.0,head,both,25.0,10.0,,0.4,0,0,3,3,3,3,22.98,suspicious_other_screen_2_laptop
